country,installation_id,installation_name,installation_city,account_holder,account_status,permit_id,status,latest_update,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Netherlands,302,Fa. Gebr. Ammerlaan,DE LIER,Kwekerij Schenkeveld I B.V.,closed,NL-200700052,Account Closed,2011-08-22 17:44:01,,,,8708,19584,14145,14145,,,,,,,,,
Netherlands,303,Fa. Gebr. Zwinkels,ZEVENHUIZEN,Gebr. Zwinkels B.V.,closed,NL-200700056,Permit Revoked,2011-08-22 17:42:59,,,,13727,13726,13726,13726,,,,,,,,,
Netherlands,304,CV. J.W. Knoppert en zn,'S-GRAVENZANDE,C.V. J.W. Knoppert & Zn.,closed,NL-200700029,Permit Revoked,2009-05-08 09:13:58,,,,6611,17366,13075,13075,13075,,,,,,,,
Netherlands,305,Trespa International B.V.,WEERT,Trespa International B.V.,closed,NL-200500009,Permit Revoked,2020-05-01 15:06:15,,,,22070,22069,22069,22069,22069,19595,17538,15533,13591,11708,9886,8123,0
Netherlands,306,Ferro (Holland) B.V. Porcelain Enamel,ROTTERDAM,Ferro (Holland) B.V.,closed,NL-200400277,Account Closed,2010-02-19 11:29:15,,,,7480,7480,0,0,0,,,,,,,,
Netherlands,307,Fa. A.J.C.M. van Vliet en Zn,KWINTSHEUL,A.J.C.M. van Vliet Beheer B.V.,closed,NL-200700134,Permit Revoked,2009-05-08 09:13:58,,,,7115,18228,12917,12917,12917,,,,,,,,
Netherlands,308,Firma G.J.A. van Adrichem,STEENBERGEN,Firma G.J.A. van Adrichem en Zonen,closed,NL-200700055,Permit Revoked,2009-05-08 09:13:58,,,,12697,31795,22246,22245,22245,,,,,,,,
Netherlands,309,Firma H. van der Kaaij & Zn.,BERLIKUM,Firma H. van der Kaaij en Zonen,closed,NL-200700057,Permit Revoked,2009-05-08 09:13:58,,,,0,19916,9958,9958,9958,,,,,,,,
Netherlands,310,Firma H.G.L. Zwinkels en Zn.,'S-GRAVENZANDE,J.M.M. Zwinkels Holding B.V.,closed,NL-200700059,Account Closed,2011-08-11 17:16:40,,,,14427,21577,21577,21577,,,,,,,,,
Netherlands,311,FloraHolland Vestiging Naaldwijk,Naaldwijk,Coöperatie Royal FloraHolland U.A.,open,NL-200500059,Active,2013-12-18 10:40:50,,,,6935,6935,6935,6935,6935,5864,5248,4648,4067,3504,2959,2431,1923
Netherlands,312,Forbo Flooring B.V.,ASSENDELFT,Forbo Flooring B.V.,open,NL-200700060,Active,2015-03-02 17:12:23,,,,10107,10107,10107,10107,10107,14199,13953,9005,7878,6787,5731,4709,3724
Netherlands,313,G.J.M. van Ruijven,TINTE,G.J.M. van Ruijven Tuinbouw B.V.,closed,NL-200700019,Permit Revoked,2009-05-08 09:13:58,,,,9238,9237,9237,9237,9237,,,,,,,,
Netherlands,314,Tomatenkwekerij Gebr. Duijvestijn,PIJNACKER,Vrijenban Investments B.V.,closed,NL-200700025,Permit Revoked,2015-02-12 09:37:03,,,,13033,20150,18731,18731,18731,8781,0,0,0,0,0,0,0
Netherlands,315,Gebr. van der Voort,'S-GRAVENZANDE,Gebr. Van der Voort V.O.F.,closed,NL-200700064,Account Closed,2011-08-11 17:09:33,,,,8559,16701,13084,13084,,,,,,,,,
Netherlands,316,Gebr. Van Duijn B.V.,STEENBERGEN,Gebr. van Duijn Beheer B.V.,closed,NL-200700037,Account Closed,2011-11-29 16:30:06,,,,,21824,10912,10912,,,,,,,,,
Netherlands,317,Gebr. L. en J. Voskamp B.V.,DE LIER,Gebr. L. en J. Voskamp B.V.,closed,NL-200700065,Permit Revoked,2019-07-10 11:47:21,,,,22441,22440,22440,22440,22440,12687,11354,10058,8804,7588,6413,5275,0
Netherlands,318,Green O5 B.V.,BERGSCHENHOEK,Arco van der Kaaij Holding B.V.,closed,NL-200700067,Permit Revoked,2009-05-08 09:13:58,,,,7493,11265,11085,11085,11084,,,,,,,,
Netherlands,319,Grolsche Bierbrouwerij Nederland BV,ENSCHEDE,Grolsche Bierbrouwerij Nederland B.V.,open,NL-200500081,Active,2013-12-18 10:40:58,,,,15622,15621,15621,15621,15621,8031,7187,6366,5570,4798,4051,3329,2633
Netherlands,320,Hasselt Energy B.V.,MOERKAPELLE,Hasselt Energy B.V.,closed,NL-200700068,Permit Revoked,2009-05-08 09:13:58,,,,20988,20988,20988,20987,20987,,,,,,,,
Netherlands,321,HB Energy BV,Kwintsheul,HB-Energy B.V.,closed,NL-200700030,Permit Revoked,2019-01-21 13:18:18,,,,0,74224,37112,37112,37112,15673,14026,12425,10875,9375,7922,0,0
Netherlands,322,Ashland Industries Nederland B.V.,ZWIJNDRECHT,Ashland Industries Nederland B.V.,open,NL-200500004,Active,2013-12-18 10:40:11,,,,21081,21081,21081,21081,21081,19846,19501,19153,18800,18444,18084,17720,17355
Netherlands,323,Hollandplant B.V.,BERGSCHENHOEK,Hollandplant B.V.,closed,NL-200700069,Permit Revoked,2016-10-18 15:54:28,,,,5026,5026,5026,5025,5025,479,215,0,0,0,0,0,0
Netherlands,324,Huhtamaki Nederland BV,FRANEKER,Huhtamaki Nederland B.V.,open,NL-200700070,Active,2013-12-18 10:41:03,,,,15359,15359,15359,15359,15359,11772,10634,9528,8454,7413,6403,5427,4485
Netherlands,325,J.A.M. Groenewegen B.V.,DE LIER,J.A.M. Groenewegen B.V.,closed,NL-200700071,Account Closed,2010-02-19 11:29:15,,,,14213,14213,0,0,0,,,,,,,,
Netherlands,326,J.A.M. van Marrewijk BV,VIERPOLDERS,Van Marrewijk Beheer B.V.,closed,NL-200700018,Permit Revoked,2009-05-08 09:13:58,,,,15211,15211,15211,15211,15211,,,,,,,,
Netherlands,327,Jansen Hoeven BV,HOEVEN,Jansen Hoeven B.V.,closed,NL-200700072,Permit Revoked,2009-05-08 09:13:58,,,,10032,10031,10031,10031,10031,,,,,,,,
Netherlands,328,Johnson Matthey B.V.,MAASTRICHT,Johnson Matthey Advanced Glass Technologies B.V.,open,NL-200500011,Active,2013-12-18 10:41:04,,,,3320,3319,3319,3319,3319,3970,3901,3831,3761,3689,3617,3545,3471
Netherlands,329,KBB Holland,STEENBERGEN,KBB Holland B.V.,closed,NL-200700073,Permit Revoked,2016-10-18 15:54:28,,,,8442,36647,28381,28381,28381,10865,9723,8613,0,0,0,0,0
Netherlands,330,Agro Care WP11 Exploitatie,MIDDENMEER,AgroCare WP11 Exploitatie B.V.,open,NL-200700152,Active,2021-03-23 16:25:32,,,,0,77312,45087,45087,45087,17809 2627***,15937 7092***,14119 6283***,12357 5499***,10652 4740***,4679 2082***,3849 1713***,3049 1357***
Netherlands,331,Kleiwarenfabriek Buggenum BV,BUGGENUM,VDS Kleiwaren Beheer B.V.,closed,NL-200700074,Permit Revoked,2015-01-26 11:34:57,,,,5483,5483,5483,5483,5482,4954,0,0,0,0,0,0,0
Netherlands,332,Kleiwarenfabriek De Waalwaard,DODEWAARD,Kleiwarenfabriek De Waalwaard,closed,NL-200700075,Account Closed,2011-01-03 13:59:54,,,,9051,9051,9051,,,,,,,,,,
Netherlands,333,Kleiwarenfabriek Joosten Kessel BV,KESSEL,Vandersanden Nederland B.V.,open,NL-200700077,Active,2013-12-18 10:40:26,,,,11297,11297,11297,11296,11296,11808,11603,11395,11185,10973,10759,10543,10325
Netherlands,334,Kleiwarenfabriek Joosten Wessem BV,WESSEM,VDS Kleiwaren Beheer B.V.,closed,NL-200700078,Permit Revoked,2015-01-26 11:34:57,,,,7556,7556,7556,7556,7555,8511,0,0,0,0,0,0,0
Netherlands,335,KLM Engineering & Maintenance Schiphol Oost,SCHIPHOL OOST,Koninklijke Luchtvaart Maatschappij N.V.,open,NL-200500088,Active,2013-12-18 10:41:05,,,,12305,12304,12304,12304,12304,12233,10948,9697,8484,7309,6171,5071,4011
Netherlands,336,ESD-SIC bv,FARMSUM,ESD-SIC B.V.,open,NL-200400085,Active,2013-12-18 10:40:43,,,,106682,106682,106681,106681,106681,102218,100443,98647,96832,94997,93145,91269,89387
Netherlands,337,Jacobs Douwe Egberts NL B.V.,JOURE,JACOBS DOUWE EGBERTS NL B.V.,open,NL-200400212,Active,2013-12-18 10:41:05,,,,8352,8352,8352,8352,8352,15429,13807,12230,10700,9219,7784,6396,5059
Netherlands,338,Koninklijke Machinefabriek Stork,HENGELO,Koninklijke Machinefabriek Stork B.V.,closed,NL-200700079,Account Closed,2011-08-25 14:36:00,,,,5426,5426,,,,,,,,,,,
Netherlands,339,"Koninklijke Mosa BV, locatie Wandtegel",MAASTRICHT,Koninklijke Mosa B.V.,open,NL-200700036,Active,2013-12-18 10:41:06,,,,17131,30741,23936,23936,23935,21040,20674,20304,19931,19553,19172,18786,18399
Netherlands,340,Koole Tankstorage Pernis B.V.,VONDELINGENPLAAT-ROTTERDAM,Koole Tankstorage Pernis B.V.,closed,NL-200700080,Permit Revoked,2020-05-01 13:51:54,,,,8822,8822,8822,8822,8822,11134,9965,8826,7722,6652,5617,4615,0
Netherlands,341,Kwekerij Bergpeppers BV,BERKEL EN RODENRIJS,Bergpeppers V.O.F.,closed,NL-200700174,Permit Revoked,2009-05-08 09:13:58,,,,0,42075,23210,23210,23210,,,,,,,,
Netherlands,342,Vivaio Peters B.V.,SOMEREN,Kwekerij de Hoge Akkers B.V.,closed,NL-200700081,Permit Revoked,2011-07-14 17:43:41,,,,9954,9954,9953,9953,,,,,,,,,
Netherlands,343,Kwekerij De Kabel BV,De Lier,Kwekerij de Kabel B.V.,closed,NL-200700082,Permit Revoked,2016-10-18 15:54:28,,,,14757,29987,22372,22371,22371,8522,7627,6756,0,0,0,0,0
Netherlands,344,Kwekerij de Punderman CV,ASTEN-HEUSDEN,Landbouwbedrijf Van Gog B.V.,closed,NL-200700120,Permit Revoked,2015-08-11 12:59:29,,,,13248,13248,13248,13248,13248,0,0,0,0,0,0,0,0
Netherlands,345,Kwekerij de Wieringermeer,Middenmeer,Kwekerij De Wieringermeer C.V.,open,NL-200700148,Active,2016-08-02 10:34:20,,,,0,105489,59356,59356,59356,27872,24942,22096,9671,8336,7045,5795,4590
Netherlands,346,Kwekerij Dukker Konneweg (1),TINTE,A.J.M. Dukker Holding B.V.,closed,NL-200700083,Permit Revoked,2009-05-08 09:13:58,,,,0,24259,12535,12535,12535,,,,,,,,
Netherlands,347,Kwekerij G.J. van der Wel Zijdijk BV,'S-GRAVENZANDE,Kwekerij G.J. van der Wel Zijdijk B.V.,closed,NL-200700084,Account Closed,2009-05-08 09:13:58,,,,0,0,0,0,0,,,,,,,,
Netherlands,348,Kwekerij Helderman,MIDDENMEER,Kwekerij Helderman B.V.,closed,NL-200700149,Permit Revoked,2016-10-17 13:23:26,,,,0,55485,34502,34502,34502,15034,6899,6111,0,0,0,0,0
Netherlands,349,Kwekerij Minida,Zevenhuizen,H.W.J. van den Berg Beheer B.V.,closed,NL-200700170,Permit Revoked,2017-10-05 15:39:43,,,,0,31874,15937,15937,15937,7230,6470,5732,5018,4324,0,0,0
Netherlands,350,Kwekerij Peter Hoogerbrugge BV,DE LIER,Peter Hoogerbrugge Holding B.V.,closed,NL-200700085,Permit Revoked,2009-05-08 09:13:58,,,,7830,7829,7829,7829,7829,,,,,,,,
Netherlands,351,Kwekerij Rozenhof Moerkapelle BV,ZEVENHUIZEN,Hoge Zuidplas Roses B.V.,closed,NL-200700022,Permit Revoked,2009-05-08 09:13:58,,,,13329,13328,13328,13328,13328,,,,,,,,
Netherlands,352,Kwekerij Schenkeveld III B.V.,SCHIPLUIDEN,R.P.L. Schenkeveld Holding B.V.,closed,NL-200700086,Permit Revoked,2009-05-08 09:13:58,,,,12722,12721,12721,12721,12721,,,,,,,,
Netherlands,353,L.W. vd Houwen B.V.,STEENBERGEN,Kwekerij L.W. van der Houwen B.V.,closed,NL-200700023,Permit Revoked,2009-05-08 09:13:58,,,,20508,20508,20508,20508,20508,,,,,,,,
Netherlands,354,"Lamb Weston Meijer V.O.F., vestiging Bergen op Zoom",BERGEN OP ZOOM,Lamb-Weston/Meijer V.O.F.,open,NL-200500025,Active,2019-02-08 14:53:58,,,,21967,21967,21967,21966,21966,18938,23262,22845,22425 2291***,22000 5622***,21571 5517***,21137 5412***,20701 5307***
Netherlands,355,"Lamb Weston Meijer V.O.F., vestiging Oosterbierum",OOSTERBIERUM,Lamb-Weston/Meijer V.O.F.,closed,NL-200500045,Account Closed,2010-06-30 11:05:06,,,,21687,21687,,,,,,,,,,,
Netherlands,356,Marjoland B.V.,WADDINXVEEN,Marjoland B.V.,closed,NL-200700026,Permit Revoked,2010-06-17 17:15:33,,,,29628,29628,44519,39555,39555,,,,,,,,
Netherlands,357,Mars Food Europe CV,OUD BEIJERLAND,Mars Food Europe C.V.,closed,NL-200700090,Permit Revoked,2020-05-01 13:45:32,,,,8708,8708,8708,8707,8707,7598,6800,6023,5270,4540,3833,3150,0
Netherlands,358,Mars Nederland BV,VEGHEL,Mars Nederland B.V.,open,NL-200700091,Active,2013-12-18 10:41:12,,,,11805,11804,11804,11804,11804,10250,9173,8125,7109,6124,5171,4248,3362
Netherlands,359,"Ministerie van Defensie, Nieuwe Haven Terrein",DEN HELDER,Ministerie van Defensie,open,NL-200500057,Active,2013-12-18 10:41:13,,,,14474,14474,14474,14474,14474,10098,9037,8005,7004,6033,5094,4186,3312
Netherlands,360,MTS Harry Wubben Chrysanten,NOOTDORP,Harry Wubben Flowers,closed,NL-200700033,Permit Revoked,2009-05-08 09:13:58,,,,6258,6257,6257,6257,6257,,,,,,,,
Netherlands,361,MTS J.C.M. van Marrewijk,DELFGAUW,Tomatenkwekerij Jan van Marrewijk,closed,NL-200700092,Account Closed,2011-08-29 17:46:24,,,,11893,11893,11893,11893,,,,,,,,,
Netherlands,362,VDL Nedcar B.V.,BORN,VDL Nedcar B.V.,open,NL-200500043,Active,2017-01-27 12:03:55,,,,9427,9427,9426,9426,9426,8524,5050,13759,13506,13250,12991,12730,12467
Netherlands,363,Gouda Refractories BV,GOUDA,Gouda Refractories B.V.,open,NL-200700095,Active,2013-12-18 10:40:57,,,,8616,8616,8615,8615,8615,8325,8181,8034,7886,7737,7586,7433,7280
Netherlands,364,Aspen Oss B.V.,OSS,Aspen Oss B.V.,open,NL-200500007,Active,2021-03-23 16:25:31,,,,28390,28390,28390,28390,28390,28300,27808,27311,26808,18385,18026,17664,7231
Netherlands,365,NXP Semiconductors Nijmegen,NIJMEGEN,NXP Semiconductors Netherlands B.V.,open,NL-200500013,Active,2013-12-18 10:41:23,,,,13813,15231,14522,14521,14521,13428,13195,12959,12720,12479,12236,11990,11742
Netherlands,366,Nyrstar Budel B.V.,BUDEL-DORPLEIN,Nyrstar Budel B.V.,open,NL-200500008,Active,2013-12-18 10:41:24,,,,9006,9005,9005,9005,9005,130890,128617,126317,123992,121643,119271,116870,114460
Netherlands,367,P.N. Hoogerbrugge Steenbergen B.V.,LEPELSTRAAT,Hogg B.V.,closed,NL-200700096,Permit Revoked,2015-07-21 11:28:25,,,,14855,25677,20266,27095,25039,11108,9941,0,0,0,0,0,0
Netherlands,368,PEKA Kroef B.V.,ODILIAPEEL,Peka Kroef B.V.,closed,NL-200700097,Permit Revoked,2017-08-28 16:19:21,,,,0,39280,21393,22472,23730,15717,14065,12460,10906,0,0,0,0
Netherlands,369,Philip Morris Holland B.V.,BERGEN OP ZOOM,Philip Morris Holland B.V.,closed,NL-200500012,Permit Revoked,2016-10-18 15:54:28,,,,7417,7417,7417,7417,7416,21267,19032,16857,0,0,0,0,0
Netherlands,370,Schreurs Holland BV,DE KWAKEL,Flowerpoint B.V.,closed,NL-200700098,Permit Revoked,2009-05-08 09:13:58,,,,10675,10675,10675,10675,10675,,,,,,,,
Netherlands,371,Plantenkwekerij Leo Ammerlaan BV,BLEISWIJK,John Ammerlaan Holding B.V.,closed,NL-200700099,Permit Revoked,2009-05-08 09:13:58,,,,9898,25329,20342,20342,20342,,,,,,,,
Netherlands,372,Plantenkwekerij P. van Geest Maasland B.V.,MAASLAND,Plantenkwekerij P. van Geest Maasland B.V.,closed,NL-200700100,Permit Revoked,2011-08-21 20:52:21,,,,4803,12713,8757,8757,,,,,,,,,
Netherlands,373,Plantenkwekerij Van der Lugt v.o.f,BLEISWIJK,Plantenkwekerij Van der Lugt V.O.F.,closed,NL-200700101,Permit Revoked,2011-11-29 16:35:04,,,,9785,9785,9784,9784,,,,,,,,,
Netherlands,374,Polman BV,ERICA,Polman B.V.,closed,NL-200700017,Permit Revoked,2009-05-08 09:13:58,,,,12699,12699,12699,12699,12698,,,,,,,,
Netherlands,375,Prominent Groeneweg B.V.,'S-GRAVENZANDE,Prominent Holding B.V.,closed,NL-200700102,Permit Revoked,2011-11-29 16:27:12,,,,13268,13267,13267,13267,,,,,,,,,
Netherlands,376,Givaudan Nederland BV,NAARDEN,Givaudan Nederland B.V.,closed,NL-200700103,Permit Revoked,2009-05-08 09:13:58,,,,9551,9551,9550,9550,9550,,,,,,,,
Netherlands,377,Kaaij Group,TINTE,Kaaij Brothers B.V.,closed,NL-200700104,Permit Revoked,2009-05-08 09:13:58,,,,8636,17795,15360,15360,15360,,,,,,,,
Netherlands,378,Rixona B.V.,OOSTRUM,Rixona B.V.,open,NL-200400197,Active,2021-03-23 16:24:46,,,,26118,26118,26118,26118,26117,24519,30116,29578,29033,28483,27928 4380***,27366 4296***,26801 4213***
Netherlands,379,Ropa B.V.,DE KWAKEL,PowerGrow Holding B.V.,closed,NL-200700107,Permit Revoked,2010-06-17 17:23:26,,,,0,46500,27996,25623,25623,,,,,,,,
Netherlands,380,Rozenkwekerij de Trompet VOF,KLAZIENAVEEN,Rozenkwekerij De Trompet V.O.F.,closed,NL-200700027,Account Closed,2011-08-25 14:35:19,,,,8378,8377,,,,,,,,,,,
Netherlands,381,Schiphol Nederland B.V.,LUCHTHAVEN SCHIPHOL,Schiphol Nederland B.V.,open,NL-200500056,Active,2020-03-09 10:41:58,,,,28525,28525,28524,28524,28524,15898,9724,8612,7536,6491,4673,3840,3038
Netherlands,382,Seasun Epsilon B.V. (Seasun Oost),KAPELLE,Epsilon Paprika B.V.,closed,NL-200500010,Permit Revoked,2018-02-14 15:12:40,,,,19807,19807,19807,19807,19806,9336,8355,7401,6478,5584,0,0,0
Netherlands,383,"Shell Nederland Chemie B.V., vest. Moerdijk BKG 1",MOERDIJK,SHELL Nederland Chemie B.V.,open,NL-200400047,Active,2021-03-23 16:25:31,,,,1941390,1941389,1941389,1941389,1941389,1084289,1065456,1046401,513574,1007687,988038,968143,948179
Netherlands,384,Solidus Solutions Board B.V. locatie Hoogkerk,GRONINGEN,Solidus Solutions Board B.V.,open,NL-200400208,Active,2019-07-09 11:08:08,,,,25003,25003,25002,25002,25002,27002,26533,26059,25579,25095,21690,21253,20815
Netherlands,385,Smart Packaging Solutions B.V.,Loenen,Smart Packaging Solutions B.V.,open,NL-200700108,Active,2013-12-18 10:41:39,,,,11635,11635,11635,11635,11634,14576,14323,14067,13808,13547,13282,13015,12747
Netherlands,386,Abbott Healthcare Products BV,WEESP,Abbott Healthcare Products B.V.,open,NL-200400022,Active,2013-12-18 10:39:58,,,,18840,18840,18840,18839,18839,17320,17019,16714,16407,16096,15782,15464,15146
Netherlands,387,Steenfabriek Gebroeders Klinkers BV,MAASTRICHT,Steenfabriek Gebr. Klinkers B.V.,open,NL-200700113,Active,2013-12-18 10:41:42,,,,9623,9623,9623,9623,9623,4924,4838,4752,4664,4576,4487,4396,4306
Netherlands,388,Steenfabriek Linssen BV,KERKRADE,Eurobrick B.V.,open,NL-200700115,Active,2013-12-18 10:40:46,,,,4252,4252,4251,4251,4251,3880,3813,3745,3676,3606,3536,3465,3393
Netherlands,389,Steenindustrie Strating B.V.,OUDE PEKELA,Steenindustrie Strating B.V.,open,NL-200700116,Active,2013-12-18 10:41:42,,,,6928,6928,6927,6927,6927,4114,4043,3970,3897,3823,3749,3673,3598
Netherlands,390,Stichting Beheer Cluster Bergschenhoek,BERGSCHENHOEK,Stichting Beheer Cluster Bergschenhoek,closed,NL-200600041,Permit Revoked,2009-05-08 09:13:58,,,,10715,10715,10715,10715,10715,,,,,,,,
Netherlands,391,Noordam Plants B.V.,'S-GRAVENZANDE,Noordam Plants B.V.,closed,NL-200700167,Permit Revoked,2015-06-24 11:07:51,,,,0,26246,13123,13123,13123,6741,6032,0,0,0,0,0,0
Netherlands,392,"TU Delft, Warmte-Krachtcentrale",DELFT,Technische Universiteit Delft,open,NL-200400270,Active,2013-12-18 10:41:46,,,,15188,15187,15187,15187,15187,11004,9848,8723,7632,6574,5551,4561,3608
Netherlands,393,UMC Utrecht,UTRECHT,Universitair Medisch Centrum Utrecht,open,NL-200400259,Active,2013-12-18 10:41:47,,,,21943,21943,21943,21942,21942,9882,8844,7833,6853,5904,4985,4096,3241
Netherlands,394,Zwanenberg Food Oss B.V.,Almelo,Zwanenberg Food Oss B.V.,open,NL-200400237,Active,2013-12-18 10:41:47,,,,15874,15874,15874,15874,15874,12602,11278,9989,8740,7529,6358,5224,4133
Netherlands,395,VOF De Driemaster,SOMEREN,Driemaster B.V.,closed,NL-200700117,Permit Revoked,2011-07-14 17:45:16,,,,8837,8837,8837,8837,,,,,,,,,
Netherlands,396,V.o.F. firma Oussoren,ZEVENHUIZEN,Oussoren Trostomaten B.V.,closed,NL-200700118,Permit Revoked,2009-05-08 09:13:58,,,,13275,13275,13275,13275,13275,,,,,,,,
Netherlands,397,Van Dijk Bedrijven Holding b.v.,HARMELEN,Van Dijk Vastgoed Holding B.V.,closed,NL-200700119,Permit Revoked,2009-05-08 09:13:58,,,,13016,13016,13016,13016,13016,,,,,,,,
Netherlands,398,"Vereijken Energie BV, locatie Someren-Eind",SOMEREN-EIND,Hans Vereijken Holding B.V.,closed,NL-200700123,Permit Revoked,2009-05-08 09:13:58,,,,0,24319,12629,12629,12629,,,,,,,,
Netherlands,399,Vopak Terminal Botlek B.V.,BOTLEK-ROTTERDAM,Vopak Terminal Botlek B.V.,open,NL-200700124,Active,2021-03-23 16:25:31,,,,14803,14803,14802,14802,14802,8450,7562,3349,5860,5048,2132,1751,1386
Netherlands,400,Vopak Terminal Vlaardingen B.V.,VLAARDINGEN,Vopak Terminal Vlaardingen B.V.,closed,NL-200500053,Permit Revoked,2018-02-01 17:07:56,,,,26427,26427,26426,26426,26426,13000,11634,10304,9016,7767,0,0,0
Netherlands,401,Apollo Vredestein B.V.,ENSCHEDE,Apollo Vredestein B.V.,open,NL-200400199,Active,2013-12-18 10:40:06,,,,17758,17758,17758,17758,17758,17966,17654,17339,17020,16697,16372,16042,15711
Netherlands,402,Neenah Coldenhove Holding B.V.,EERBEEK,Neenah Coldenhove Holding B.V.,open,NL-200700125,Active,2013-12-18 10:41:50,,,,13743,13742,13742,13742,13742,8385,8239,8092,7943,7792,7640,7486,7332
Netherlands,403,Wijnen Paprika's B.V.,EGCHEL,Wijnen Paprika's B.V.,closed,NL-200700164,Permit Revoked,2009-05-08 09:13:58,,,,14530,27298,20914,20913,20913,,,,,,,,
Netherlands,404,Wormdal Vastgoed BV,EYGELSHOVEN,Wormdal Vastgoed B.V.,open,NL-200700168,Active,2015-02-12 09:37:03,,,,5445,5445,5445,18747,14644,6850,385,378,372,364,357,350,343
Netherlands,405,"Lans Westland BV, Locatie Lans Maasambacht",MAASDIJK,C.J.W. van der Lans Beheer B.V.,closed,NL-200800008,Permit Revoked,2009-05-08 09:13:58,,,,0,30742,15371,15371,15371,,,,,,,,
Netherlands,406,N.V. Nederlandse Gasunie LNG Maasvlakte,MAASVLAKTE,N.V. Nederlandse Gasunie,open,NL-200400120,Active,2013-12-18 10:41:14,,,,1376,1376,1375,1375,1375,1009,903,800,700,603,509,418,331
Netherlands,407,Dow Benelux B.V. BKG 1,HOEK,DOW Benelux B.V.,open,NL-200400084,Active,2017-01-27 12:03:55,,,,2352826,2630536,2491681,2491681,2491681,639033,627934,616704,605357,593888,582307,570582,558816
Netherlands,408,Vopak Terminal Europoort B.V.,EUROPOORT-ROTTERDAM,Vopak Terminal Europoort B.V.,open,NL-200800026,Active,2013-12-18 10:41:49,,,,14561,14561,14561,14560,14560,7137,6387,5658,4950,4264,3601,2959,2340
Netherlands,409,Nuon Centrale Catharina Ziekenhuis,EINDHOVEN,N.V. Nuon Energy,closed,NL-200800056,Permit Revoked,2009-05-08 09:13:58,,,,12125,12125,12125,12125,12124,,,,,,,,
Netherlands,410,Jansen Paprika,ANDIJK,Jansen Paprika,closed,NL-200800025,Permit Revoked,2009-05-08 09:13:58,,,,0,17797,14108,14108,14108,,,,,,,,
Netherlands,411,Viterra Botlek B.V.,Rotterdam-Botlek,Viterra Botlek B.V.,open,NL-200800018,Active,2015-01-30 17:12:15,,,,0,0,0,0,60629,0 40034***,0 38171***,0 36347***,0 34566***,0 32826***,0 31128***,0 29470***,0 27854***
Netherlands,412,Hoogweg Luttelgeest BV NLW1,LUTTELGEEST,Hoogweg Paprikakwekerijen B.V.,closed,NL-200800043,Permit Revoked,2017-04-25 15:37:58,,,,0,0,36192,18096,18096,7498,6710,5945,5203,0,0,0,0
Netherlands,413,T.W. van Noord Tomaten BV,OUDE TONGE,T.W. van Noord Tomaten B.V.,closed,NL-200800015,Permit Revoked,2009-05-08 09:13:58,,,,0,29996,14998,14998,14998,,,,,,,,
Netherlands,414,Michel Grootscholten,MONSTER,MG GRAND Beheer B.V.,closed,NL-200800024,Permit Revoked,2009-05-08 09:13:58,,,,0,20620,14237,14237,14237,,,,,,,,
Netherlands,415,Vd Berg Roses CV,DELFGAUW,Van den Berg Roses,closed,NL-200800054,Permit Revoked,2009-05-08 09:13:58,,,,0,24850,13843,13843,13843,,,,,,,,
Netherlands,416,Sloe Centrale B.V.,RITTHEM,Sloe Centrale B.V.,open,NL-200800027,Active,2010-06-17 17:25:48,,,,0,0,2715348,2368621,2192157,,,,,,,,
Netherlands,417,Nuon HWC Schuytgraaf,ARNHEM,Vattenfall Warmte N.V.,open,NL-200800103,Active,2016-09-22 12:43:42,,,,0,0,0,0,0,145,66,58,101,87,73,61,48
Netherlands,418,Sweet Point Middenmeer BV,MIDDENMEER,Sweet Point Holding B.V.,closed,NL-200800041,Permit Revoked,2010-06-17 17:29:32,,,,0,0,33834,17892,17892,,,,,,,,
Netherlands,419,De Witte Ruiter Energie BV,STEENBERGEN,L.M. Verkade Beheer B.V.,closed,NL-200800107,Permit Revoked,2009-05-08 09:13:58,,,,0,35056,17528,17528,17528,,,,,,,,
Netherlands,420,Sonac Vuren B.V.,VUREN,Sonac Vuren B.V.,open,NL-200400296,Active,2015-03-02 17:12:24,,,,0,30924,15462,15462,15462,25069,24282,23658,22916,22182,21455,20733,20022
Netherlands,421,Kisuma Chemicals B.V.,VEENDAM,Kisuma Chemicals B.V.,open,NL-200800102,Active,2013-12-18 10:41:05,,,,0,23224,13972,14515,16422,10225,10047,9867,9686,9502,9317,9130,8941
Netherlands,422,Kwekerij Het Kraaiennest BV,ANDIJK,Het Kraaiennest Holding B.V.,closed,NL-200800108,Permit Revoked,2015-05-07 11:59:20,,,,0,0,59684,29842,29842,11698,0,0,0,0,0,0,0
Netherlands,423,Peter Aarts V.O.F.,ASTEN-HEUSDEN,Peter Aarts V.O.F.,closed,NL-200800122,Permit Revoked,2011-08-22 17:46:45,,,,,19096,13470,13470,,,,,,,,,
Netherlands,424,Wijnen Facilities B.V.,GRUBBENVORST,Pieter Wijnen Egchel B.V.,closed,NL-200900008,Permit Revoked,2015-02-19 14:26:22,,,,0,0,27753,21577,21577,18361,0,0,0,0,0,0,0
Netherlands,425,J.S.E. B.V.,GRUBBENVORST,J.S.E. B.V.,closed,NL-200900009,Permit Revoked,2010-06-17 17:02:18,,,,0,0,27069,20731,20731,,,,,,,,
